case_index,source_dir,trajectory_source_kind,project_slug,repo_dir_name,owner_repo,commit_version,case_key,project_dir,run_id,run_dir,manifest_path,context_path,executions_path,manifest_present,ok,project_attempt_count,project_log_count,total_repair_attempts,block_count,failed_block_count,first_failed_block,trajectory_classification,project_attempt_classification,not_one_shot_trajectory,not_one_shot_project_attempt,manifest_error,final_image,rollback_classification,block_count_analyzed,adjacent_rollback_count,non_adjacent_rollback_count,base_workspace_count,unknown_checkpoint_count,first_non_adjacent_block,first_non_adjacent_block_order,first_non_adjacent_target_block,first_non_adjacent_target_order,first_non_adjacent_skipped_blocks,rollback_edges
14,executionagent-runs-gpt54,state_run,numpy-numpy,numpy,numpy/numpy,aa843d5af41179e66129ae7d30579c7556657ab8,numpy/numpy@aa843d5af41179e66129ae7d30579c7556657ab8,executionagent-runs-gpt54/projects/numpy-numpy/numpy,executionagent-numpy,executionagent-runs-gpt54/state/numpy-numpy/numpy/runs/executionagent-numpy,executionagent-runs-gpt54/state/numpy-numpy/numpy/runs/executionagent-numpy/manifest.json,executionagent-runs-gpt54/state/numpy-numpy/numpy/runs/executionagent-numpy/context.json,executionagent-runs-gpt54/state/numpy-numpy/numpy/runs/executionagent-numpy/executions.jsonl,True,True,2,2,1,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-numpy-f748a432b793-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-python-deps:previous | 02-python-deps->03-build-test-prep:previous
18,executionagent-runs-gpt54,state_run,distcc-distcc,distcc,distcc/distcc,a627b26f08cd08542f63829f7fd9cd0fea0523fd,distcc/distcc@a627b26f08cd08542f63829f7fd9cd0fea0523fd,executionagent-runs-gpt54/projects/distcc-distcc/distcc,executionagent-distcc,executionagent-runs-gpt54/state/distcc-distcc/distcc/runs/executionagent-distcc,executionagent-runs-gpt54/state/distcc-distcc/distcc/runs/executionagent-distcc/manifest.json,executionagent-runs-gpt54/state/distcc-distcc/distcc/runs/executionagent-distcc/context.json,executionagent-runs-gpt54/state/distcc-distcc/distcc/runs/executionagent-distcc/executions.jsonl,True,True,2,2,3,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-distcc-4ee0944e7325-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-deps:previous | 10-system-deps->20-language-deps:previous | 20-language-deps->30-build-test-prep:previous
22,executionagent-runs-gpt54,state_run,spring-projects-spring-security,spring-security,spring-projects/spring-security,0d5f42f8529c1e56886e91616b6ca7d30f15c65e,spring-projects/spring-security@0d5f42f8529c1e56886e91616b6ca7d30f15c65e,executionagent-runs-gpt54/projects/spring-projects-spring-security/spring-security,executionagent-spring-security,executionagent-runs-gpt54/state/spring-projects-spring-security/spring-security/runs/executionagent-spring-security,executionagent-runs-gpt54/state/spring-projects-spring-security/spring-security/runs/executionagent-spring-security/manifest.json,executionagent-runs-gpt54/state/spring-projects-spring-security/spring-security/runs/executionagent-spring-security/context.json,executionagent-runs-gpt54/state/spring-projects-spring-security/spring-security/runs/executionagent-spring-security/executions.jsonl,True,True,3,3,1,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-spring-security-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-language-deps:previous | 02-language-deps->03-build-test-prep:previous
25,executionagent-runs-gpt54,state_run,ccache-ccache,ccache,ccache/ccache,7f3e822efb1bee779f8a520c5efb48ce33d1bfef,ccache/ccache@7f3e822efb1bee779f8a520c5efb48ce33d1bfef,executionagent-runs-gpt54/projects/ccache-ccache/ccache,executionagent-ccache,executionagent-runs-gpt54/state/ccache-ccache/ccache/runs/executionagent-ccache,executionagent-runs-gpt54/state/ccache-ccache/ccache/runs/executionagent-ccache/manifest.json,executionagent-runs-gpt54/state/ccache-ccache/ccache/runs/executionagent-ccache/context.json,executionagent-runs-gpt54/state/ccache-ccache/ccache/runs/executionagent-ccache/executions.jsonl,True,True,3,4,1,5,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-ccache-89cf4e732681-004-final-clean-replay-clean-replay,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-generic-inspect:previous | 00-preflight->10-system-deps:previous | 10-system-deps->20-language-deps:previous | 20-language-deps->30-build-test-prep:previous
26,executionagent-runs-gpt54,state_run,langchain-ai-langchain,langchain,langchain-ai/langchain,15cc090e52283e82007ae6f9202d556c02a1e136,langchain-ai/langchain@15cc090e52283e82007ae6f9202d556c02a1e136,executionagent-runs-gpt54/projects/langchain-ai-langchain/langchain,executionagent-langchain,executionagent-runs-gpt54/state/langchain-ai-langchain/langchain/runs/executionagent-langchain,executionagent-runs-gpt54/state/langchain-ai-langchain/langchain/runs/executionagent-langchain/manifest.json,executionagent-runs-gpt54/state/langchain-ai-langchain/langchain/runs/executionagent-langchain/context.json,executionagent-runs-gpt54/state/langchain-ai-langchain/langchain/runs/executionagent-langchain/executions.jsonl,True,True,2,2,1,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-langchain-1c11491ad258-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-deps:previous | 10-system-deps->20-language-deps:previous | 20-language-deps->30-build-test-prep:previous
31,executionagent-runs-gpt54,state_run,activiti-activiti,Activiti,Activiti/Activiti,fdc35a408e03da2e034a17a54968750d111b17e6,Activiti/Activiti@fdc35a408e03da2e034a17a54968750d111b17e6,executionagent-runs-gpt54/projects/activiti-activiti/Activiti,executionagent-activiti,executionagent-runs-gpt54/state/activiti-activiti/Activiti/runs/executionagent-activiti,executionagent-runs-gpt54/state/activiti-activiti/Activiti/runs/executionagent-activiti/manifest.json,executionagent-runs-gpt54/state/activiti-activiti/Activiti/runs/executionagent-activiti/context.json,executionagent-runs-gpt54/state/activiti-activiti/Activiti/runs/executionagent-activiti/executions.jsonl,True,False,3,4,2,5,2,30-java-deps,failed_after_project_retries,failed_after_project_retries,True,True,block failed: 30-java-deps,pheragent-executionagent:executionagent-activiti-73c3c7b68f3a-004-20-java-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-java-runtime:previous | 20-java-runtime->30-java-deps:previous
32,executionagent-runs-gpt54,state_run,denoland-deno,deno,denoland/deno,952963cb42b20cd9469a8b0349fb53b15ef95d1f,denoland/deno@952963cb42b20cd9469a8b0349fb53b15ef95d1f,executionagent-runs-gpt54/projects/denoland-deno/deno,executionagent-deno,executionagent-runs-gpt54/state/denoland-deno/deno/runs/executionagent-deno,executionagent-runs-gpt54/state/denoland-deno/deno/runs/executionagent-deno/manifest.json,executionagent-runs-gpt54/state/denoland-deno/deno/runs/executionagent-deno/context.json,executionagent-runs-gpt54/state/denoland-deno/deno/runs/executionagent-deno/executions.jsonl,True,True,3,3,0,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-deno-b631277d02f7-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-rust-toolchain:previous | 02-rust-toolchain->03-build-test-prep:previous
33,executionagent-runs-gpt54,state_run,twbs-bootstrap,bootstrap,twbs/bootstrap,e170268b3c021cdb2eec09df6f4ae6db3664a21a,twbs/bootstrap@e170268b3c021cdb2eec09df6f4ae6db3664a21a,executionagent-runs-gpt54/projects/twbs-bootstrap/bootstrap,executionagent-bootstrap,executionagent-runs-gpt54/state/twbs-bootstrap/bootstrap/runs/executionagent-bootstrap,executionagent-runs-gpt54/state/twbs-bootstrap/bootstrap/runs/executionagent-bootstrap/manifest.json,executionagent-runs-gpt54/state/twbs-bootstrap/bootstrap/runs/executionagent-bootstrap/context.json,executionagent-runs-gpt54/state/twbs-bootstrap/bootstrap/runs/executionagent-bootstrap/executions.jsonl,True,True,3,4,0,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-bootstrap-6b9f304211c9-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-language-deps:previous | 02-language-deps->03-build-test-prep:previous
34,executionagent-runs-gpt54,state_run,freertos-freertos-kernel,FreeRTOS-Kernel,FreeRTOS/FreeRTOS-Kernel,fed39c5ea7483dde7bf7c92950d49e6b75539f5a,FreeRTOS/FreeRTOS-Kernel@fed39c5ea7483dde7bf7c92950d49e6b75539f5a,executionagent-runs-gpt54/projects/freertos-freertos-kernel/FreeRTOS-Kernel,executionagent-freertos-kernel,executionagent-runs-gpt54/state/freertos-freertos-kernel/FreeRTOS-Kernel/runs/executionagent-freertos-kernel,executionagent-runs-gpt54/state/freertos-freertos-kernel/FreeRTOS-Kernel/runs/executionagent-freertos-kernel/manifest.json,executionagent-runs-gpt54/state/freertos-freertos-kernel/FreeRTOS-Kernel/runs/executionagent-freertos-kernel/context.json,executionagent-runs-gpt54/state/freertos-freertos-kernel/FreeRTOS-Kernel/runs/executionagent-freertos-kernel/executions.jsonl,True,True,3,4,0,5,1,30-build-test-prep,succeeded_after_project_retry,succeeded_after_project_retry,True,True,"In file included from include/FreeRTOS.h:118, from /tmp/freertos-kernel-check/compile_check.c:1: include/portable.h:53:14: fatal error: portmacro.h: No such file or directory 53 | #include ""portmacro.h"" | ^~~~~~~~~~~~~ compilation terminated.",pheragent-executionagent:executionagent-freertos-kernel-cece250205c8-004-final-clean-replay-clean-replay,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-generic-inspect:previous | 00-preflight->10-system-deps:previous | 10-system-deps->20-language-deps:previous | 20-language-deps->30-build-test-prep:previous
35,executionagent-runs-gpt54,state_run,python-cpython,cpython,python/cpython,1eddef81930ad9f7e2f411f153c35af16a6edf14,python/cpython@1eddef81930ad9f7e2f411f153c35af16a6edf14,executionagent-runs-gpt54/projects/python-cpython/cpython,executionagent-cpython,executionagent-runs-gpt54/state/python-cpython/cpython/runs/executionagent-cpython,executionagent-runs-gpt54/state/python-cpython/cpython/runs/executionagent-cpython/manifest.json,executionagent-runs-gpt54/state/python-cpython/cpython/runs/executionagent-cpython/context.json,executionagent-runs-gpt54/state/python-cpython/cpython/runs/executionagent-cpython/executions.jsonl,True,True,3,4,1,7,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-cpython-ca39fb19671a-006-final-clean-replay-clean-replay,previous_block_only_rollback,7,6,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-deps:previous | 00-preflight->10-system-packages:previous | 10-system-deps->20-language-deps:previous | 10-system-packages->20-python-build-prep:previous | 20-language-deps->30-build-test-prep:previous | 20-python-build-prep->30-project-dependencies:previous
36,executionagent-runs-gpt54,state_run,apache-flink,flink,apache/flink,7ba97419d200adef672b67c52c2b5a79f277cfda,apache/flink@7ba97419d200adef672b67c52c2b5a79f277cfda,executionagent-runs-gpt54/projects/apache-flink/flink,executionagent-flink,executionagent-runs-gpt54/state/apache-flink/flink/runs/executionagent-flink,executionagent-runs-gpt54/state/apache-flink/flink/runs/executionagent-flink/manifest.json,executionagent-runs-gpt54/state/apache-flink/flink/runs/executionagent-flink/context.json,executionagent-runs-gpt54/state/apache-flink/flink/runs/executionagent-flink/executions.jsonl,True,True,2,2,0,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-flink-39366659f0a6-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-java-deps:previous | 02-java-deps->03-build-test-prep:previous
37,executionagent-runs-gpt54,state_run,opencv-opencv,opencv,opencv/opencv,579dfb6e025c62acb16b7b3e1fe953030df68d40,opencv/opencv@579dfb6e025c62acb16b7b3e1fe953030df68d40,executionagent-runs-gpt54/projects/opencv-opencv/opencv,executionagent-opencv,executionagent-runs-gpt54/state/opencv-opencv/opencv/runs/executionagent-opencv,executionagent-runs-gpt54/state/opencv-opencv/opencv/runs/executionagent-opencv/manifest.json,executionagent-runs-gpt54/state/opencv-opencv/opencv/runs/executionagent-opencv/context.json,executionagent-runs-gpt54/state/opencv-opencv/opencv/runs/executionagent-opencv/executions.jsonl,True,True,2,2,0,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-executionagent:executionagent-opencv-5d50278f2bd2-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-deps:previous | 10-system-deps->20-language-deps:previous | 20-language-deps->30-build-prep:previous
38,installamatic-runs,state_run,encode-starlette,starlette,encode/starlette,2d0dde8,encode/starlette@2d0dde8,installamatic-runs/projects/encode-starlette/starlette,installamatic-starlette,installamatic-runs/state/encode-starlette/starlette/runs/installamatic-starlette,installamatic-runs/state/encode-starlette/starlette/runs/installamatic-starlette/manifest.json,installamatic-runs/state/encode-starlette/starlette/runs/installamatic-starlette/context.json,installamatic-runs/state/encode-starlette/starlette/runs/installamatic-starlette/executions.jsonl,True,False,1,1,1,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-starlette-db326a393e57-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
39,installamatic-runs,state_run,mandarons-icloud-drive-docker,icloud-drive-docker,mandarons/icloud-drive-docker,8cbcc2c,mandarons/icloud-drive-docker@8cbcc2c,installamatic-runs/projects/mandarons-icloud-drive-docker/icloud-drive-docker,installamatic-icloud-drive-docker,installamatic-runs/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker,installamatic-runs/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/manifest.json,installamatic-runs/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/context.json,installamatic-runs/state/mandarons-icloud-drive-docker/icloud-drive-docker/runs/installamatic-icloud-drive-docker/executions.jsonl,True,False,1,1,2,5,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-icloud-drive-docker-24f300bdcb27-005-30-python-deps-success,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
40,installamatic-runs,state_run,speechbrain-speechbrain,speechbrain,speechbrain/speechbrain,dd65e12,speechbrain/speechbrain@dd65e12,installamatic-runs/projects/speechbrain-speechbrain/speechbrain,installamatic-speechbrain,installamatic-runs/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain,installamatic-runs/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/manifest.json,installamatic-runs/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/context.json,installamatic-runs/state/speechbrain-speechbrain/speechbrain/runs/installamatic-speechbrain/executions.jsonl,True,False,1,1,1,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-speechbrain-16f88115b23a-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
41,installamatic-runs,state_run,vainf-torch-pruning,Torch-Pruning,VainF/Torch-Pruning,88e7472,VainF/Torch-Pruning@88e7472,installamatic-runs/projects/vainf-torch-pruning/Torch-Pruning,installamatic-torch-pruning,installamatic-runs/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning,installamatic-runs/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning/manifest.json,installamatic-runs/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning/context.json,installamatic-runs/state/vainf-torch-pruning/Torch-Pruning/runs/installamatic-torch-pruning/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-torch-pruning-c3a1f1a3d934-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
42,installamatic-runs,state_run,cvhub520-x-anylabeling,X-AnyLabeling,CVHub520/X-AnyLabeling,7c62ffb,CVHub520/X-AnyLabeling@7c62ffb,installamatic-runs/projects/cvhub520-x-anylabeling/X-AnyLabeling,installamatic-x-anylabeling,installamatic-runs/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling,installamatic-runs/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/manifest.json,installamatic-runs/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/context.json,installamatic-runs/state/cvhub520-x-anylabeling/X-AnyLabeling/runs/installamatic-x-anylabeling/executions.jsonl,True,False,1,1,0,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-x-anylabeling-1845a7b4102c-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
43,installamatic-runs,state_run,boto-boto3,boto3,boto/boto3,4e31351,boto/boto3@4e31351,installamatic-runs/projects/boto-boto3/boto3,installamatic-boto3,installamatic-runs/state/boto-boto3/boto3/runs/installamatic-boto3,installamatic-runs/state/boto-boto3/boto3/runs/installamatic-boto3/manifest.json,installamatic-runs/state/boto-boto3/boto3/runs/installamatic-boto3/context.json,installamatic-runs/state/boto-boto3/boto3/runs/installamatic-boto3/executions.jsonl,True,False,1,1,0,4,3,20-python-runtime,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-boto3-e8d272e5e211-002-00-preflight-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
44,installamatic-runs,state_run,tiangolo-fastapi,fastapi,tiangolo/fastapi,212fd5e,tiangolo/fastapi@212fd5e,installamatic-runs/projects/tiangolo-fastapi/fastapi,installamatic-fastapi,installamatic-runs/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi,installamatic-runs/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/manifest.json,installamatic-runs/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/context.json,installamatic-runs/state/tiangolo-fastapi/fastapi/runs/installamatic-fastapi/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-fastapi-1692890cc9f9-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
45,installamatic-runs,state_run,aimhubio-aim,aim,aimhubio/aim,a566d4a,aimhubio/aim@a566d4a,installamatic-runs/projects/aimhubio-aim/aim,installamatic-aim,installamatic-runs/state/aimhubio-aim/aim/runs/installamatic-aim,installamatic-runs/state/aimhubio-aim/aim/runs/installamatic-aim/manifest.json,installamatic-runs/state/aimhubio-aim/aim/runs/installamatic-aim/context.json,installamatic-runs/state/aimhubio-aim/aim/runs/installamatic-aim/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-aim-631c74c94b22-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
46,installamatic-runs,state_run,explosion-spacy,spaCy,explosion/spaCy,30f1f33,explosion/spaCy@30f1f33,installamatic-runs/projects/explosion-spacy/spaCy,installamatic-spacy,installamatic-runs/state/explosion-spacy/spaCy/runs/installamatic-spacy,installamatic-runs/state/explosion-spacy/spaCy/runs/installamatic-spacy/manifest.json,installamatic-runs/state/explosion-spacy/spaCy/runs/installamatic-spacy/context.json,installamatic-runs/state/explosion-spacy/spaCy/runs/installamatic-spacy/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent-installamatic:installamatic-spacy-1d00e61a48eb-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
